task,method,median_loss,mean_loss,std_loss,iqr_loss,median_rcu_hpo,median_rcu_total,n_seeds,rank,L_min,L_max,L_random,norm_regret,tier,is_author
L0/synth_classification/hgb,SACMA-MAB,0.13,0.12866666666666665,0.026114656969640153,0.03166666666666659,88.52776294239254,416.5005411375739,10,5.0,0.12333333333333335,0.1433333333333333,0.1433333333333333,0.3333333333333333,L0,True
L0/synth_classification/hgb,SMAC,0.13,0.13333333333333336,0.02494438257849294,0.016666666666666663,18.001212493166907,409.358180751658,10,5.0,0.12333333333333335,0.1433333333333333,0.1433333333333333,0.3333333333333333,L0,False
L0/synth_classification/hgb,Sigma-CMA,0.1266666666666667,0.12999999999999998,0.025772030010540445,0.03333333333333327,14.291808003649273,352.86585499681075,10,3.0,0.12333333333333335,0.1433333333333333,0.1433333333333333,0.16666666666666805,L0,True
L0/synth_classification/hgb,TPE,0.12333333333333335,0.12999999999999998,0.02249828525701841,0.026666666666666672,5.167438302750337,382.06564421379824,10,1.5,0.12333333333333335,0.1433333333333333,0.1433333333333333,0.0,L0,False
L0/synth_classification/hgb,WL-CMA,0.13,0.13199999999999998,0.024504975559271502,0.02500000000000005,329.4049560185249,639.852569338774,10,5.0,0.12333333333333335,0.1433333333333333,0.1433333333333333,0.3333333333333333,L0,True
L0/synth_classification/mlp,CMA-ES,0.09000000000000002,0.09,0.024393887111222375,0.011666666666666742,0.3451588451273816,830.2803109374945,10,10.0,0.08333333333333331,0.09333333333333338,0.08666666666666667,2.0,L0,False
L0/synth_classification/mlp,DEHB,0.08666666666666667,0.08866666666666667,0.01722759772739051,0.011666666666666742,0.19928099566141755,732.1195490343919,10,6.5,0.08333333333333331,0.09333333333333338,0.08666666666666667,1.0,L0,False
L0/synth_classification/mlp,GP-BO,0.08666666666666667,0.086,0.021186998109427584,0.02166666666666664,37.82528761887086,988.027128663029,10,6.5,0.08333333333333331,0.09333333333333338,0.08666666666666667,1.0,L0,False
L0/synth_classification/mlp,L-SHADE,0.08666666666666667,0.08666666666666668,0.01859244503409057,0.011666666666666659,0.31253358277031096,701.7528906624153,10,6.5,0.08333333333333331,0.09333333333333338,0.08666666666666667,1.0,L0,False
L0/synth_classification/mlp,Random,0.08666666666666667,0.08866666666666669,0.020379122698862894,0.02833333333333335,0.06851992487907503,755.9985454968662,10,6.5,0.08333333333333331,0.09333333333333338,0.08666666666666667,1.0,L0,False
L0/synth_classification/mlp,SACMA-DAC,0.08333333333333331,0.08533333333333334,0.02568565915875535,0.01833333333333334,120.1826621739354,1061.0571997687703,10,2.0,0.08333333333333331,0.09333333333333338,0.08666666666666667,0.0,L0,True
L0/synth_classification/mlp,SACMA-MAB,0.08666666666666667,0.08800000000000002,0.024098563043068358,0.024999999999999967,64.51618870769397,1001.4256434171477,10,6.5,0.08333333333333331,0.09333333333333338,0.08666666666666667,1.0,L0,True
L0/synth_classification/mlp,SMAC,0.08333333333333331,0.08866666666666667,0.025924867703270914,0.021666666666666723,19.142920913068608,914.7532226896103,10,2.0,0.08333333333333331,0.09333333333333338,0.08666666666666667,0.0,L0,False
L0/synth_classification/mlp,Sigma-CMA,0.08333333333333331,0.08933333333333332,0.019925788241297676,0.011666666666666742,7.538740505761438,678.8303762399105,10,2.0,0.08333333333333331,0.09333333333333338,0.08666666666666667,0.0,L0,True
L0/synth_classification/mlp,TPE,0.09333333333333338,0.088,0.023892764543494417,0.02333333333333329,4.384009618161091,805.6841925275877,10,11.0,0.08333333333333331,0.09333333333333338,0.08666666666666667,3.0,L0,False
L0/synth_classification/mlp,WL-CMA,0.08666666666666667,0.08600000000000001,0.021648140227480076,0.011666666666666659,251.45451233464735,1301.5524948117297,10,6.5,0.08333333333333331,0.09333333333333338,0.08666666666666667,1.0,L0,True
L0/synth_classification/rf,CMA-ES,0.1466666666666666,0.14933333333333332,0.023975295927575448,0.023333333333333373,0.60079844682984,819.9260028804968,10,10.0,0.1333333333333333,0.1466666666666666,0.1466666666666666,1.0,L0,False
L0/synth_classification/rf,DEHB,0.1466666666666666,0.15199999999999997,0.018803729601161057,0.026666666666666644,0.4371037423877516,726.2887300888498,10,10.0,0.1333333333333333,0.1466666666666666,0.1466666666666666,1.0,L0,False
L0/synth_classification/rf,GP-BO,0.14,0.148,0.02718023973585895,0.031666666666666704,37.85199176365077,822.0468184963853,10,4.0,0.1333333333333333,0.1466666666666666,0.1466666666666666,0.5000000000000042,L0,False
L0/synth_classification/rf,L-SHADE,0.1433333333333333,0.15066666666666664,0.02418039201552967,0.031666666666666676,0.7489119351261102,1049.0268931708456,10,7.0,0.1333333333333333,0.1466666666666666,0.1466666666666666,0.7500000000000021,L0,False
L0/synth_classification/rf,Random,0.1466666666666666,0.152,0.01772213514433502,0.01833333333333334,0.4302652152075389,984.3069707990943,10,10.0,0.1333333333333333,0.1466666666666666,0.1466666666666666,1.0,L0,False
L0/synth_classification/rf,SACMA-DAC,0.13666666666666666,0.14533333333333334,0.023051204408693238,0.021666666666666723,129.8535749931509,1107.588222623753,10,2.0,0.1333333333333333,0.1466666666666666,0.1466666666666666,0.2500000000000021,L0,True
L0/synth_classification/rf,SACMA-MAB,0.14,0.14866666666666667,0.02132638775824015,0.026666666666666672,78.20427300330618,809.4775423666964,10,4.0,0.1333333333333333,0.1466666666666666,0.1466666666666666,0.5000000000000042,L0,True
